ID,Process ID,Process Name,Host Name,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Section Name,Metric Name,Metric Unit,Metric Value,Rule Name,Rule Type,Rule Description,Estimated Speedup Type,Estimated Speedup
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Memory Workload Analysis,Max Bandwidth,%,2.43,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Memory Workload Analysis,L1/TEX Hit Rate,%,0,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Memory Workload Analysis,L2 Hit Rate,%,52.48,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Memory Workload Analysis,Mem Pipes Busy,%,0.75,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,MemoryWorkloadAnalysis_Chart,,,,MemoryL2Compression,WRN,The optional metric lts__average_gcomp_input_sector_success_rate.pct could not be found. Collecting it as an additional metric could enable the rule to provide more guidance.,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Scheduler Statistics,One or More Eligible,%,1.50,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Scheduler Statistics,Issued Warp Per Scheduler,,0.01,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Scheduler Statistics,No Eligible,%,98.50,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Scheduler Statistics,Active Warps Per Scheduler,warp,0.99,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Scheduler Statistics,Eligible Warps Per Scheduler,warp,0.01,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,SchedulerStats,,,,IssueSlotUtilization,OPT,"Every scheduler is capable of issuing one instruction per cycle, but for this kernel each scheduler only issues an instruction every 66.7 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 8 warps per scheduler, this kernel allocates an average of 0.99 active warps per scheduler, which already limits the scheduler to less than a warp per instruction.",local,97.07
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Warp State Statistics,Warp Cycles Per Issued Instruction,cycle,66.15,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Warp State Statistics,Warp Cycles Per Executed Instruction,cycle,86.50,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Warp State Statistics,Avg. Active Threads Per Warp,,32,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Warp State Statistics,Avg. Not Predicated Off Threads Per Warp,,32,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,WarpStateStats,,,,CPIStall,OPT,"On average, each warp of this kernel spends 34.4 cycles being stalled waiting for an immediate constant cache (IMC) miss. A read from constant memory costs one memory read from device memory only on a cache miss; otherwise, it just costs one read from the constant cache. Immediate constants are encoded into the SASS instruction as 'c[bank][offset]'. Accesses to different addresses by threads within a warp are serialized, thus the cost scales linearly with the number of unique addresses read by all threads within a warp. As such, the constant cache is best when threads in the same warp access only a few distinct locations. If all threads of a warp access the same location, then constant memory can be as fast as a register access. This stall type represents about 52.0% of the total average of 66.1 cycles between issuing two instructions.",global,51.96
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,WarpStateStats,,,,CPIStall,OPT,"On average, each warp of this kernel spends 25.1 cycles being stalled waiting for a scoreboard dependency on a L1TEX (local, global, surface, texture) operation. Find the instruction producing the data being waited upon to identify the culprit. To reduce the number of cycles waiting on L1TEX data accesses verify the memory access patterns are optimal for the target architecture, attempt to increase cache hit rates by increasing data locality (coalescing), or by changing the cache configuration. Consider moving frequently used data to shared memory. This stall type represents about 38.0% of the total average of 66.1 cycles between issuing two instructions.",global,37.97
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,WarpStateStats,,,,CPIStall,INF,Check the Warp Stall Sampling (All Samples) table for the top stall locations in your source based on sampling data. The Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-reference) provides more details on each stall reason.,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Instruction Statistics,Avg. Executed Instructions Per Scheduler,inst,7.43,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Instruction Statistics,Executed Instructions,inst,416,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Instruction Statistics,Avg. Issued Instructions Per Scheduler,inst,9.71,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Instruction Statistics,Issued Instructions,inst,544,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,InstructionStats,,,,FPInstructions,OPT,"This kernel executes 0 fused and 32 non-fused FP32 instructions. By converting pairs of non-fused instructions to their fused (https://docs.nvidia.com/cuda/floating-point/#cuda-and-floating-point), higher-throughput equivalent, the achieved FP32 performance could be increased by up to 50% (relative to its current performance). Check the Source page to identify where this kernel executes FP32 instructions.",global,0.4258
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Block Size,,128,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Function Cache Configuration,,CachePreferNone,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Grid Size,,8,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Registers Per Thread,register/thread,16,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Shared Memory Configuration Size,byte,"32,768",,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Driver Shared Memory Per Block,byte/block,0,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Dynamic Shared Memory Per Block,byte/block,0,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Static Shared Memory Per Block,byte/block,0,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Threads,thread,"1,024",,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Launch Statistics,Waves Per SM,,0.07,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,LaunchStats,,,,LaunchConfiguration,OPT,"The grid for this launch is configured to execute only 8 blocks, which is less than the GPU's 14 multiprocessors. This can underutilize some multiprocessors. If you do not intend to execute this kernel concurrently with other workloads, consider reducing the block size to have at least one block per multiprocessor or increase the size of the grid to fully utilize the available hardware resources. See the Hardware Model (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-hw-model) description for more details on launch configurations.",global,42.86
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,Block Limit SM,block,16,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,Block Limit Registers,block,32,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,Block Limit Shared Mem,block,16,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,Block Limit Warps,block,8,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,Theoretical Active Warps per SM,warp,32,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,Theoretical Occupancy,%,100,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,Achieved Occupancy,%,12.44,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,Achieved Active Warps Per SM,warp,3.98,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Occupancy,,,,AchievedOccupancy,OPT,The difference between calculated theoretical (100.0%) and measured achieved occupancy (12.4%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.,global,87.56
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Source Counters,Branch Instructions Ratio,%,0.08,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Source Counters,Branch Instructions,inst,32,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Source Counters,Branch Efficiency,%,0,,,,,
0,45918,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(128, 1, 1)","(8, 1, 1)",0,7.5,Source Counters,Avg. Divergent Branches,,0,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,DRAM Frequency,cycle/second,"5,694,915,254.24",,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,SM Frequency,cycle/second,"1,292,637,711.86",,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,Elapsed Cycles,cycle,"2,454",,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,Memory Throughput,%,2.93,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,DRAM Throughput,%,2.43,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,Duration,nsecond,"1,888",,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,L1/TEX Cache Throughput,%,5.39,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,L2 Cache Throughput,%,2.93,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,SM Active Cycles,cycle,339.43,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,GPU Speed Of Light Throughput,Compute (SM) Throughput,%,0.75,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,SpeedOfLight,,,,SOLBottleneck,OPT,"This kernel grid is too small to fill the available resources on this device, resulting in only 0.1 full waves across all SMs. Look at Launch Statistics for more details.",,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,SpeedOfLight_RooflineChart,,,,SOLFPRoofline,INF,The ratio of peak float (fp32) to double (fp64) performance on this device is 32:1. The kernel achieved  close to 0% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Compute Workload Analysis,Executed Ipc Active,inst/cycle,0.09,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Compute Workload Analysis,Executed Ipc Elapsed,inst/cycle,0.01,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Compute Workload Analysis,Issue Slots Busy,%,2.86,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Compute Workload Analysis,Issued Ipc Active,inst/cycle,0.11,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Compute Workload Analysis,SM Busy,%,2.86,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,ComputeWorkloadAnalysis,,,,HighPipeUtilization,OPT,All compute pipelines are under-utilized. Either this kernel is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details.,local,98.32
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Memory Workload Analysis,Memory Throughput,byte/second,"4,423,728,813.56",,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Memory Workload Analysis,Mem Busy,%,2.93,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Memory Workload Analysis,Max Bandwidth,%,2.43,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Memory Workload Analysis,L1/TEX Hit Rate,%,0,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Memory Workload Analysis,L2 Hit Rate,%,48.63,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Memory Workload Analysis,Mem Pipes Busy,%,0.75,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,MemoryWorkloadAnalysis_Chart,,,,MemoryL2Compression,WRN,The optional metric lts__average_gcomp_input_sector_success_rate.pct could not be found. Collecting it as an additional metric could enable the rule to provide more guidance.,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Scheduler Statistics,One or More Eligible,%,2.98,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Scheduler Statistics,Issued Warp Per Scheduler,,0.03,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Scheduler Statistics,No Eligible,%,97.02,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Scheduler Statistics,Active Warps Per Scheduler,warp,2.01,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Scheduler Statistics,Eligible Warps Per Scheduler,warp,0.03,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,SchedulerStats,,,,IssueSlotUtilization,OPT,"Every scheduler is capable of issuing one instruction per cycle, but for this kernel each scheduler only issues an instruction every 33.5 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 8 warps per scheduler, this kernel allocates an average of 2.01 active warps per scheduler, but only an average of 0.03 warps were eligible per cycle. Eligible warps are the subset of active warps that are ready to issue their next instruction. Every cycle with no eligible warp results in no instruction being issued and the issue slot remains unused. To increase the number of eligible warps, reduce the time the active warps are stalled by inspecting the top stall reasons on the Warp State Statistics and Source Counters sections.",local,97.02
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Warp State Statistics,Warp Cycles Per Issued Instruction,cycle,67.44,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Warp State Statistics,Warp Cycles Per Executed Instruction,cycle,88.19,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Warp State Statistics,Avg. Active Threads Per Warp,,32,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Warp State Statistics,Avg. Not Predicated Off Threads Per Warp,,32,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,WarpStateStats,,,,CPIStall,OPT,"On average, each warp of this kernel spends 33.5 cycles being stalled waiting for an immediate constant cache (IMC) miss. A read from constant memory costs one memory read from device memory only on a cache miss; otherwise, it just costs one read from the constant cache. Immediate constants are encoded into the SASS instruction as 'c[bank][offset]'. Accesses to different addresses by threads within a warp are serialized, thus the cost scales linearly with the number of unique addresses read by all threads within a warp. As such, the constant cache is best when threads in the same warp access only a few distinct locations. If all threads of a warp access the same location, then constant memory can be as fast as a register access. This stall type represents about 49.7% of the total average of 67.4 cycles between issuing two instructions.",global,49.7
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,WarpStateStats,,,,CPIStall,OPT,"On average, each warp of this kernel spends 26.4 cycles being stalled waiting for a scoreboard dependency on a L1TEX (local, global, surface, texture) operation. Find the instruction producing the data being waited upon to identify the culprit. To reduce the number of cycles waiting on L1TEX data accesses verify the memory access patterns are optimal for the target architecture, attempt to increase cache hit rates by increasing data locality (coalescing), or by changing the cache configuration. Consider moving frequently used data to shared memory. This stall type represents about 39.2% of the total average of 67.4 cycles between issuing two instructions.",global,39.15
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,WarpStateStats,,,,CPIStall,INF,Check the Warp Stall Sampling (All Samples) table for the top stall locations in your source based on sampling data. The Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-reference) provides more details on each stall reason.,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Instruction Statistics,Avg. Executed Instructions Per Scheduler,inst,7.43,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Instruction Statistics,Executed Instructions,inst,416,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Instruction Statistics,Avg. Issued Instructions Per Scheduler,inst,9.71,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Instruction Statistics,Issued Instructions,inst,544,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,InstructionStats,,,,FPInstructions,OPT,"This kernel executes 0 fused and 32 non-fused FP32 instructions. By converting pairs of non-fused instructions to their fused (https://docs.nvidia.com/cuda/floating-point/#cuda-and-floating-point), higher-throughput equivalent, the achieved FP32 performance could be increased by up to 50% (relative to its current performance). Check the Source page to identify where this kernel executes FP32 instructions.",global,0.8418
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Block Size,,256,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Function Cache Configuration,,CachePreferNone,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Grid Size,,4,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Registers Per Thread,register/thread,16,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Shared Memory Configuration Size,byte,"32,768",,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Driver Shared Memory Per Block,byte/block,0,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Dynamic Shared Memory Per Block,byte/block,0,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Static Shared Memory Per Block,byte/block,0,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Threads,thread,"1,024",,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Launch Statistics,Waves Per SM,,0.07,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,LaunchStats,,,,LaunchConfiguration,OPT,"The grid for this launch is configured to execute only 4 blocks, which is less than the GPU's 14 multiprocessors. This can underutilize some multiprocessors. If you do not intend to execute this kernel concurrently with other workloads, consider reducing the block size to have at least one block per multiprocessor or increase the size of the grid to fully utilize the available hardware resources. See the Hardware Model (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-hw-model) description for more details on launch configurations.",global,71.43
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Occupancy,Block Limit SM,block,16,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Occupancy,Block Limit Registers,block,16,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Occupancy,Block Limit Shared Mem,block,16,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Occupancy,Block Limit Warps,block,4,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Occupancy,Theoretical Active Warps per SM,warp,32,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Occupancy,Theoretical Occupancy,%,100,,,,,
0,46012,vectorAdd,127.0.0.1,"vectorAdd(const float *, const float *, float *)",1,7,"(256, 1, 1)","(4, 1, 1)",0,7.5,Occupancy,Achieved Occupancy,%,24.66,,,,,
